1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	52 100 0
73	27 33 37 50 52 57 78 83 100 0
74	24 31 33 36 37 38 49 50 52 53 55 57 60 61 62 68 78 79 83 100 0
75	24 26 31 33 34 35 37 38 39 41 42 43 49 50 51 52 53 55 57 60 61 62 68 71 73 78 79 81 83 90 92 93 95 100 0
76	23 24 26 28 31 33 34 36 37 38 41 42 43 45 46 47 49 50 51 52 53 54 55 57 60 61 62 63 66 71 72 73 74 75 77 78 79 80 81 83 84 85 87 88 90 91 92 93 94 98 100 0
77	23 24 26 27 28 31 33 36 37 38 39 40 41 42 43 45 46 47 50 51 52 53 55 57 59 60 61 62 63 64 68 71 72 73 74 75 78 79 80 81 83 84 85 86 87 88 90 91 94 95 96 98 100 0
78	23 26 27 28 31 32 33 36 37 38 39 40 41 42 43 44 45 46 47 50 51 52 53 55 57 59 60 63 64 66 68 70 71 72 73 74 75 76 77 78 80 83 84 87 88 89 90 91 93 94 96 98 100 0
79	4 16 31 32 33 34 35 37 38 40 42 44 46 47 50 52 53 55 56 57 59 60 63 64 68 71 72 73 74 76 77 78 80 83 84 88 90 94 95 98 0
80	4 16 17 23 31 32 33 34 37 38 40 42 44 45 50 52 53 55 56 57 60 63 66 68 71 74 76 78 80 83 84 85 88 91 93 100 0
81	1 4 17 27 30 32 33 34 35 36 40 41 42 44 48 50 52 53 54 55 56 57 60 63 68 71 72 74 75 76 78 80 81 83 84 88 91 100 0
82	1 16 17 23 27 30 32 33 35 36 40 42 44 45 48 50 52 53 54 56 57 60 63 66 73 74 75 76 78 80 81 83 84 93 100 0
83	1 16 17 27 30 32 33 35 36 42 48 50 53 54 56 57 60 63 73 76 80 81 88 91 100 0
