1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	52 100 0
73	26 27 50 52 57 78 83 100 0
74	13 23 31 41 43 49 50 52 55 57 61 62 64 66 67 83 84 96 100 0
75	1 13 23 24 26 31 32 35 36 38 41 42 43 45 49 50 51 52 53 55 57 60 61 62 64 66 67 68 73 74 79 81 84 90 93 94 96 98 100 0
76	13 23 26 28 31 32 34 36 38 41 42 43 44 45 46 47 49 51 52 53 55 57 59 60 61 62 64 66 67 72 73 74 75 78 79 81 83 84 90 91 93 96 98 100 0
77	1 13 16 23 26 28 30 31 32 34 36 38 39 41 42 43 44 46 47 48 51 52 53 55 57 59 61 63 64 68 71 72 73 74 75 76 78 79 80 81 83 84 91 96 98 100 0
78	1 16 23 26 28 31 32 37 38 40 41 42 43 44 45 46 47 50 51 52 55 57 59 60 63 64 66 68 71 73 74 75 76 78 80 81 83 84 87 88 91 93 94 96 98 100 0
79	16 17 30 31 32 35 37 38 40 42 44 46 47 50 52 53 55 57 59 60 63 64 67 68 71 74 76 77 78 80 83 84 94 98 0
80	16 31 32 34 37 38 41 42 44 50 52 53 55 57 63 66 68 71 74 76 78 80 83 84 85 91 93 94 0
81	1 16 17 24 30 32 34 35 37 40 41 42 44 49 50 52 53 54 55 57 63 67 68 71 72 74 76 78 80 83 84 94 0
82	1 16 17 20 24 30 32 33 35 37 40 41 44 50 52 53 54 63 66 74 76 78 80 83 84 91 93 94 0
83	16 17 20 24 30 32 35 44 50 53 54 57 63 67 76 78 80 93 0
84	16 17 20 23 24 30 32 36 42 44 50 53 54 61 63 76 78 80 91 93 0
85	16 17 23 30 32 33 34 36 42 44 45 46 47 50 53 54 61 63 76 78 80 93 0
